"Cell_ID","Sample","UMAP1","UMAP2","time","lineage","Cell_Type","r","theta","x","y"
"cell572","Simulation",1.32774509801529,5.12890527156368,109.554250383732,1,"B",314.004498925348,246.926230480894,-123.063378919934,-288.884458069602
"cell583","Simulation",1.38658799543045,5.15869948771968,109.930871062211,1,"B",314.5437711289,109.104546597227,-102.947937546012,297.219626052878
"cell240","Simulation",1.52470381869934,4.89386556056514,110.444465007894,1,"B",315.277684759173,50.453534591943,200.738493255342,243.113298346018
"cell621","Simulation",1.67880989923142,5.71857068446651,111.36857332883,1,"C",316.593929183658,125.658840313554,-184.560863323169,257.2333643316
"cell821","Simulation",1.80652381791733,5.97501847651973,111.529725822659,1,"C",316.822905170054,273.986091334373,22.0237259660717,-316.056496112585
"cell193","Simulation",1.50603659763001,5.15609500316158,111.982000726645,1,"C",317.464644730686,74.260844020173,86.1149157175065,305.561813623606
"cell931","Simulation",1.91597475423478,5.91069171336666,112.509656461386,1,"C",318.211707539567,156.551089184359,-291.932277723833,126.626363914559
"cell413","Simulation",1.20417996062897,4.9086856594421,113.028025827157,1,"C",318.943918650977,22.4038024898618,294.870268159163,121.559648733386
"cell457","Simulation",1.37062265290879,5.24595496562496,113.046619960875,1,"C",318.970152153438,123.193536680192,-174.626215301639,266.922541000593
"cell41","Simulation",2.05361749543808,5.46577784923092,113.14895152121,1,"C",319.114487870872,341.344813266769,302.348452632324,-102.07580300898
"cell476","Simulation",1.27955712690018,4.67939612773433,113.174442780833,1,"C",319.150432402573,262.791117439047,-40.0492429284658,-316.627630890935
"cell828","Simulation",1.27001156224869,5.06288716701046,113.61721897111,1,"C",319.774134466812,264.054568056017,-33.1226017085503,-318.054068249497
"cell202","Simulation",1.5463666500058,5.1485481014587,114.542254925042,1,"C",321.073246211106,229.925240837038,-206.702650984711,-245.686881026298
"cell642","Simulation",-0.105829697707668,1.95830390361324,115.557540628729,1,"C",322.493079872818,144.343620026484,-262.034511779849,187.988566679338
"cell861","Simulation",1.1588801921811,4.91920850184932,115.699344006088,1,"C",322.690888631023,9.79468862526119,317.987240665592,54.8955770473593
"cell605","Simulation",2.14395477189682,5.45132825282589,115.86997276288,1,"C",322.928746764038,256.176688252017,-77.1569004724433,-313.575809328586
"cell391","Simulation",1.70667960061692,5.65807626155391,115.885324396324,1,"C",322.95013849926,8.46001798287034,319.43604266476,47.5121732124418
"cell80","Simulation",1.18339909925126,4.65382382777706,116.882682642588,1,"C",324.336884085559,324.51296380721,264.090298535814,-188.283638688003
"cell290","Simulation",1.62943096770905,5.85810134318843,117.072616209184,1,"C",324.600299735329,352.992226537317,322.175408313286,-39.6025361111225
"cell496","Simulation",1.23621042384766,4.63779065516964,117.639878113242,1,"C",325.385756144792,45.2870649285614,228.926825994695,231.232347741212
"cell236","Simulation",1.40039260997437,4.66261670497432,118.242724704895,1,"C",326.21841185685,206.59676162526,-291.69783039641,-146.05077191317
"cell892","Simulation",-0.757875305274501,1.80880758670345,118.663046418595,1,"C",326.797707728704,291.690401528031,120.781524018356,-303.658632731787
"cell909","Simulation",-0.191495936969295,1.51740095523372,118.730876528422,1,"C",326.891096354091,328.260825360194,278.005066288166,-171.962123718254
"cell481","Simulation",1.50022740974091,5.0254807224609,119.447176920266,1,"C",327.875676481558,40.4081611800939,249.659616439509,212.538314540029
"cell618","Simulation",1.87200154676102,5.23037717250362,120.210130850299,1,"C",328.921142168255,332.192955426872,290.938521281966,-153.440198773112
"cell900","Simulation",-0.344331604102626,2.15919945148006,121.050779013326,1,"C",330.069236845838,250.529111679643,-110.021274039183,-311.192898972308
"cell234","Simulation",1.1778723181691,4.73232505229488,122.126359126348,1,"C",331.532386372302,170.181905748323,-326.676795020998,56.5331301850709
"cell394","Simulation",2.15924181356095,5.2390694370605,122.420696219331,1,"C",331.931659528581,222.972026523203,-242.869942747144,-226.25829820671
"cell791","Simulation",1.97715081586502,4.99514768031612,122.566703793005,1,"C",332.129543120911,34.7166105452925,273.003498895474,189.153702064046
"cell615","Simulation",2.08275868310593,5.26167104152217,125.653273889065,1,"C",336.285513366483,174.750025123358,-334.874784774772,30.7705219684149
"cell303","Simulation",-0.702083092788234,1.51500341800228,126.183561288401,1,"C",336.994369625905,27.6933412067592,298.390870197081,156.61447488208
"cell414","Simulation",1.99225260629319,5.63457295802608,127.143123589612,1,"C",338.273278919058,31.9040042627603,287.171942920379,178.776638378693
"cell480","Simulation",-1.2206450520549,1.33278212455288,128.486800484435,1,"C",340.056054843891,2.88058368489146,339.626375214894,17.0893444690923
"cell95","Simulation",1.31872918023728,4.69988248256221,129.09656515865,1,"C",340.862008212686,134.544525118545,-239.102198193435,242.934245140229
"cell491","Simulation",-0.333748620608821,1.51842353251949,129.367528509967,1,"C",341.219541730789,339.182237153873,318.943208603266,-121.268319625629
"cell549","Simulation",-0.237791401008144,1.18493900207058,129.912766023993,1,"C",341.937844383441,244.335486888885,-148.093590755787,-308.204117102046
"cell813","Simulation",-1.19393752203323,1.50775096324459,130.483802902254,1,"C",342.688521272639,169.446851983666,-336.892096217056,62.7625534734358
"cell591","Simulation",-0.997717481711879,1.32272241023555,131.602175745312,1,"C",344.153974509639,352.278807386756,341.033727622611,-46.2380232558417
"cell300","Simulation",1.56423779143952,5.08540675548092,133.69302936343,1,"C",346.877105654276,291.087856348604,124.806057803099,-323.646681371425
"cell870","Simulation",-0.816041093925014,1.78468630221859,134.251331535675,1,"C",347.600630583587,45.2569453138858,244.686036233636,246.890546709223
"cell221","Simulation",-0.990772825339809,1.45439228919521,135.567348645592,1,"C",349.30017718437,150.776497526094,-304.841909403441,170.534524517168
"cell144","Simulation",-0.30030445442535,1.36060759929195,135.978787851524,1,"C",349.82982872587,16.9330404885113,334.663231854355,101.88930420397
"cell392","Simulation",1.97986568822525,4.99565932658687,138.477410553559,1,"C",353.029275695661,322.696856092662,280.813687600868,-213.947055025782
"cell442","Simulation",-0.385229688743129,1.31225821879879,138.934646119651,1,"C",353.611625243976,49.6387310419232,229.000644244453,269.443660981868
"cell207","Simulation",-0.409773212531581,1.98130795863643,140.164023060031,1,"C",355.172663297765,222.213467219844,-263.057457341729,-238.638628245579
"cell653","Simulation",-0.203509968379512,1.56666085628048,140.793591145795,1,"C",355.969425697229,129.794253492728,-227.832051611027,273.508296565068
"cell474","Simulation",2.08578218831681,5.11151931193843,140.806647696917,1,"C",355.985930799554,223.713284991682,-257.309099099816,-246.004086241807
"cell199","Simulation",-0.438901048758998,1.47977754977718,141.356005770123,1,"C",356.679695515613,95.7089973986149,-35.4810716394691,354.910550348148
"cell361","Simulation",-0.116632205108181,1.87593171504512,142.738709650195,1,"C",358.419919487151,141.30249414593,-279.731558783568,224.087245745247
"cell323","Simulation",-1.64699051962234,0.8670482387878,143.474297509775,1,"C",359.342271043635,27.3816035594791,319.082676816069,165.26679374481
"cell195","Simulation",-0.654737454513088,1.39229140189663,143.50743658145,1,"C",359.383768308065,167.3800655175,-350.701346115695,78.5191617119333
"cell822","Simulation",-1.12935255155899,1.52653739360347,143.762123576434,1,"C",359.702531571284,8.92810176126659,355.344327645073,55.8240094337677
"cell966","Simulation",-1.17227969751693,1.33331046012416,143.768596249302,1,"C",359.710629012227,296.188571490347,158.749966820564,-322.78504404455
"cell113","Simulation",-1.05159268961288,1.08527753261104,143.97075086649,1,"C",359.963436726344,345.62597877346,348.695076984684,-89.3611720295016
"cell387","Simulation",1.60112347020768,4.78910205272213,144.212974470278,1,"C",360.26611972714,1.2463366985321,360.180887899219,7.8361352323982
"cell533","Simulation",-0.287358504394069,1.50829694179073,144.825052886971,1,"C",361.029843085407,174.930879436433,-359.617794044587,31.8996834589099
"cell233","Simulation",-0.226172965625301,1.54195043948665,144.994220742693,1,"C",361.24063817409,70.6088842637837,119.937264284862,340.748956424355
"cell16","Simulation",-0.235423904517665,1.3915821066238,145.406753204362,1,"C",361.754167749213,81.1176133900881,55.8572559023112,357.41578707017
"cell401","Simulation",-0.793849688628688,1.32326004413143,145.622644844118,1,"C",362.02262409925,48.5239718668163,239.769986373967,271.239255997236
"cell833","Simulation",-0.197241526702419,1.39027736094967,145.794501440068,1,"C",362.236181649571,94.4280871935189,-27.9674543591162,361.154915227152
"cell343","Simulation",-0.54705749140121,1.3790008774139,146.233046348386,1,"C",362.780569647201,124.94922763668,-207.818966802032,297.356719700234
"cell515","Simulation",-0.446051221946254,1.66981694606319,146.745557148046,1,"C",363.415741862183,348.97140420042,356.704118222363,-69.5210290232242
"cell143","Simulation",1.947045344254,5.05153176692501,146.911825805443,1,"C",363.621565951332,56.6564163565636,199.86766248506,303.765634523817
"cell815","Simulation",-0.0801352678332478,1.25887737182155,147.081339232791,1,"C",363.831286875541,324.964234577492,297.902818065608,-208.871051843192
"cell785","Simulation",-0.820536476233974,1.11261925605312,147.423652040972,1,"C",364.254425967448,270.872693583369,5.54788174481591,-364.212174213082
"cell462","Simulation",-1.01897535906173,1.150599335704,148.027671041766,1,"C",364.999868407633,84.58325936459,34.4556925857146,363.36993434519
"cell8","Simulation",-0.264787536719814,1.52059647944942,148.128305097421,1,"C",365.123916756598,323.480877606198,293.434864221603,-217.281971288297
"cell283","Simulation",-0.736663681128994,1.21355388072506,148.469148359836,1,"C",365.54375049213,334.934372780845,331.117980929744,-154.86483212422
"cell577","Simulation",-0.452266079047695,0.974993561778217,148.608454860518,1,"C",365.715202547647,296.297826664522,162.025433887843,-327.864862630814
"cell538","Simulation",1.41613550796174,4.93617055324092,149.113799462205,1,"C",366.336484008875,323.990872660652,296.338135384881,-215.374392703953
"cell313","Simulation",-0.1498208461795,1.03983995822445,149.290639986895,1,"C",366.553646807947,310.015244297683,235.690843693907,-280.733685522524
"cell620","Simulation",-0.0128164111170918,1.3017303696014,149.562552116776,1,"C",366.887308182088,241.517639234662,-174.964221626282,-322.480725091916
"cell265","Simulation",-0.438221078971401,1.33702859786525,150.816735726247,1,"C",368.422396378969,288.922456540167,119.475036696702,-348.512234734943
"cell355","Simulation",-0.780694109061733,1.15742752460018,151.105202097585,1,"C",368.774567843047,217.246531778947,-293.558805694746,-223.199259602044
"cell224","Simulation",-0.818855267623439,1.55526087192073,151.264461558874,1,"C",368.968854245161,290.452824756503,128.93101572084,-345.709138710824
"cell915","Simulation",-1.0874696789775,1.25328383353725,151.413839085687,1,"C",369.150992382681,1.7960365768522,368.969639872483,11.569789517901
"cell967","Simulation",-0.714376908401027,1.27420363334194,153.012125742032,1,"C",371.094210636367,58.4654428716749,194.086995207104,316.292825494519
"cell246","Simulation",-0.256780844787136,1.70369503406063,154.990400749296,1,"C",373.48542230503,174.656291976571,-371.862233618813,34.7827526569399
"cell134","Simulation",1.50070126666687,5.36511514094844,155.188967454535,1,"C",373.724592058218,13.299527540803,363.701586165089,85.9722451147991
"cell227","Simulation",-1.06847642050125,1.07947585490718,155.391396685976,1,"C",373.968256697515,39.5896819978952,288.190417042767,238.324443861923
"cell594","Simulation",-1.17866383180954,1.46716425326839,155.625272367912,1,"C",374.249575993242,354.277488794178,372.384492363605,-37.3166849843533
"cell262","Simulation",-0.580216628173366,1.3793271532394,156.338067747774,1,"C",375.105666410141,107.194188321009,-110.885418107884,358.341575907731
"cell256","Simulation",-1.28365204916336,1.36712655929103,156.99970392673,1,"C",375.898568145792,97.6734010130167,-50.192276210842,372.532507229679
"cell646","Simulation",-0.577510338881984,1.10076281932369,158.332878243935,1,"C",377.491179260577,255.64886723645,-93.5663596083608,-365.711534914036
"cell424","Simulation",-0.897082787612453,1.11111841109768,159.17377050118,1,"C",378.492263396575,343.341057468206,362.606249707226,-108.503922161011
"cell294","Simulation",-0.443480712035671,1.41594037917629,159.352870017416,1,"C",378.705139938282,14.2893048282713,366.988692467155,93.4712930097897
"cell347","Simulation",-0.618541818717495,1.16495892909542,159.741507799603,1,"C",379.166661271324,18.9424101635814,358.63301849991,123.084178761067
"cell632","Simulation",-0.299242597678676,1.35055682567134,160.03702677087,1,"C",379.517225029093,114.520259611309,-157.505332124252,345.290304593413
"cell936","Simulation",-0.898811918357387,1.04911694434658,160.37992328768,1,"C",379.923585683901,157.714992882684,-351.546705912707,144.072358628702
"cell426","Simulation",-0.15899996147491,1.78187844661251,160.79576895045,1,"C",380.415814675737,59.5302124600857,192.902753726049,327.879123550604
"cell331","Simulation",-0.435085636237636,1.2633945694305,160.961072459604,1,"C",380.611304631961,161.355481585488,-360.636935576661,121.679767880773
"cell145","Simulation",-0.264514070609584,1.48998520282283,161.294396536506,1,"C",381.005192724267,38.1825100723654,299.4874667257,235.525400237592
"cell786","Simulation",-0.523023468116298,0.95109889415279,161.940309393885,1,"C",381.767309305677,204.008554732427,-348.738603006656,-155.330825103912
"cell651","Simulation",-0.996389251807705,1.05754480269924,162.46223023797,1,"C",382.382017378136,107.953627053648,-117.868165376206,363.762426323859
"cell701","Simulation",-0.307922285655513,2.09526369479671,162.871482015035,1,"C",382.863335687202,61.2112836074084,184.379741885745,335.542016140568
"cell937","Simulation",-0.14529363499023,1.06300554183498,163.236026782634,1,"C",383.291565396854,324.562189383432,312.285016453115,-222.239718779629
"cell826","Simulation",-0.982801061728969,1.40669057277218,164.033152902885,1,"C",384.226284385382,134.902146225795,-271.224605530738,272.152624399053
"cell699","Simulation",-0.957856637099758,1.65993020442501,164.405834008732,1,"C",384.662515210227,283.564677061513,90.2198437457682,-373.932654902387
"cell109","Simulation",-0.774950247863308,1.13488242534176,164.580189861706,1,"C",384.866432513327,284.858717098832,98.6937742546814,-371.996921759981
"cell84","Simulation",-0.401085716346279,1.69238636401668,164.726872982204,1,"C",385.037901620066,30.0668998807669,333.22758737744,192.90816647979
"cell335","Simulation",-0.434674244979396,0.559172247920185,164.808888714814,1,"C",385.133742800254,171.738792629912,-381.137325468144,55.3384041902379
"cell511","Simulation",-0.797446590522304,1.45956680682674,166.48532569796,1,"C",387.08757811142,258.737053563818,-75.602823219254,-379.632725472189
"cell488","Simulation",-0.945744258025661,1.53528973964229,166.732433343535,1,"C",387.374741057263,102.572859199718,-84.324093409299,378.085489380221
"cell872","Simulation",-0.335141640761867,0.778784607920796,167.735051882296,1,"C",388.53770305347,54.1707120090723,227.439166738883,315.01265391598
"cell629","Simulation",-0.868332010367885,0.976501201663166,167.784529754481,1,"C",388.595003543577,115.675022592768,-168.365092059148,350.227458310949
"cell425","Simulation",-0.474193197349086,1.34067008403316,168.299817151309,1,"D",389.191258170296,221.644892971963,-290.83393066965,-258.622234557315
"cell921","Simulation",-0.751557808974758,1.70223233607784,169.273519439168,1,"D",390.315471760026,357.740866709501,390.012105029702,-15.3858839704385
"cell43","Simulation",-0.486536961654201,0.927253698382527,169.563535169995,1,"D",390.649691735442,189.992477903143,-384.723747639304,-67.7850990658348
"cell111","Simulation",-0.0959611354861408,1.14005610850826,169.78614256053,1,"D",390.906035134375,89.1954017523676,5.48926947482482,390.867491901168
"cell644","Simulation",-0.301803213218227,1.15979025271907,170.007791267796,1,"D",391.161107653887,224.033723641187,-281.217771097519,-271.888906283356
"cell438","Simulation",-0.963678938010707,1.66944596675411,170.428289778648,1,"D",391.644559263605,265.894718337804,-28.0375952939711,-390.639672909595
"cell721","Simulation",-0.859936100104824,1.43910667804256,170.921509414434,1,"D",392.21085970813,185.3277480416,-390.516448720156,-36.4178768187791
"cell857","Simulation",-0.380727034667507,0.762029027018696,171.273332205683,1,"D",392.614313270817,324.114926168695,318.093905911515,-230.13532107669
"cell553","Simulation",-0.416537147620693,1.27392730620876,171.928773663904,1,"D",393.364838664457,251.729310527444,-123.322521064512,-373.533736221786
"cell120","Simulation",-0.262798231700435,1.44025919345394,172.857378921862,1,"D",394.425710406505,51.2974471505731,246.625493851215,307.810829589084
"cell901","Simulation",-1.03936253176071,0.594140266451985,173.176174657304,1,"D",394.78925668206,201.664566155523,-366.901761675059,-145.745169632863
"cell156","Simulation",-0.792394858459011,1.65966985133663,173.462784434138,1,"D",395.115813389852,128.550295745954,-246.236724422085,309.004824455228
"cell166","Simulation",-0.74018619642593,1.72981617358699,173.627389760959,1,"D",395.303239026527,274.407385736704,30.3780866105832,-394.134269810103
"cell136","Simulation",-2.19165752516128,0.253195261035114,174.170281763512,1,"D",395.920766804623,237.933888472617,-210.1933228339,-335.517541453803
"cell385","Simulation",-0.136490625003353,0.126679276499897,175.805637409421,1,"D",397.775154664641,209.041428593919,-347.762458645351,-193.096727122495
"cell683","Simulation",-0.766151887038723,1.15489849952236,176.192805353467,1,"D",398.212913926859,319.621916525066,303.353089644993,-257.973695986543
"cell67","Simulation",-0.19136582002975,0.319875096354634,178.021107396336,1,"D",400.27365221396,324.22082606703,324.732562713103,-234.025125511094
"cell733","Simulation",-1.05509291277267,1.28840670493618,178.206728132572,1,"D",400.482278408564,313.992890445516,278.162617977258,-288.117360253339
"cell610","Simulation",-0.660676818946376,1.49595472720638,178.261909316682,1,"D",400.544277683521,171.314332969487,-395.950713704569,60.4876078371138
"cell885","Simulation",-0.660182696441188,0.94548115638271,178.373887348923,1,"D",400.670062038619,170.415002536029,-395.076575994386,66.7157980884851
"cell501","Simulation",-0.699474555114284,1.54371378329769,179.023771239697,1,"D",401.399295111149,70.708790179342,132.610121826322,378.861385872109
"cell792","Simulation",-0.894806486228481,1.75779817012325,180.031534817656,1,"D",402.527491403867,231.181854670867,-252.324596664666,-313.625061584536
"cell270","Simulation",-0.868119460204616,1.10858747867122,180.490151639685,1,"D",403.039869585772,123.878180757165,-224.666105512537,334.613624213877
"cell995","Simulation",-0.576809745887294,0.754464482340962,180.680189361979,1,"D",403.251993703418,207.788837067783,-356.74567700214,-188.001841390095
"cell433","Simulation",-0.618779402831569,1.19589135554805,181.125037157099,1,"D",403.748106424525,160.224584899843,-379.937477920278,136.601780050509
"cell799","Simulation",-0.64547799215652,1.04152498153225,182.411330426322,1,"D",405.179216376765,217.609491655603,-320.978338117712,-247.271316255811
"cell771","Simulation",-1.07731721983291,1.13084540275112,185.038884556206,1,"D",408.086995750398,28.7034877762198,357.940012620143,195.99475366978
"cell108","Simulation",-0.709839087584987,1.31190166381374,185.151558275778,1,"D",408.211222834699,152.994898790494,-363.702361416079,185.35639926522
"cell926","Simulation",-0.380129557708278,0.882807826075703,185.660406585662,1,"D",408.771777312348,19.7006103023887,384.845120105044,137.799127204892
"cell540","Simulation",-0.910733920196071,0.953977917704731,186.2571137358,1,"D",409.428140657454,11.382557451725,401.375222206186,80.8042904872931
"cell863","Simulation",-0.157001954177394,1.09310612586513,188.678072390058,1,"D",412.08041102563,72.7773341629654,122.011211235236,393.603264066703
"cell582","Simulation",-0.647941452125087,0.658596848521382,188.809160330157,1,"D",412.223536806356,141.348506016657,-321.929867238341,257.467288945694
"cell541","Simulation",-0.657170992949977,0.859158371958882,189.137226620034,1,"D",412.581511895565,261.408313047141,-61.6363290207086,-407.951549700306
"cell800","Simulation",-0.0420788942370564,1.03386661914363,189.99528953228,1,"D",413.516336532249,220.806925194338,-312.997161505322,-270.237927516963
"cell645","Simulation",-0.0220052419696003,1.03802046683803,191.546017268758,1,"D",415.200452241905,353.110185731202,412.202158371091,-49.8075915508495
"cell493","Simulation",-0.0671544490847736,0.77089390662685,191.585520971898,1,"D",415.243264695176,233.484194744378,-247.088225405753,-333.727999635248
"cell461","Simulation",-0.149693053821102,0.367673431906849,191.78315655936,1,"D",415.457387590381,146.041434276849,-344.597700214924,232.071682697413
"cell21","Simulation",-1.15035377130844,1.55115029719844,192.105052489216,1,"D",415.805900920483,175.726591022685,-414.649887261983,30.9841610168785
"cell565","Simulation",-0.166732472041622,0.803508852992207,193.097747171484,1,"D",416.878846254324,36.7904926277697,333.849402804574,249.664872782227
"cell611","Simulation",-1.17955873594619,1.20532939342037,194.847657359667,1,"D",418.763527093395,237.118080016226,-227.350687055302,-351.673935228618
"cell383","Simulation",-0.411248904326931,0.467617248568684,195.05984585124,1,"D",418.991481137882,96.0336855892092,-44.0415139443148,416.670380895509
"cell191","Simulation",-0.960444670775905,1.4987997761108,196.07051856745,1,"D",420.075548813192,145.066340742633,-344.384495981088,240.546847076732
"cell682","Simulation",-1.22607062445022,0.565142725978047,196.323059056392,1,"D",420.345992190663,139.888230543584,-321.476021131989,270.820828201779
"cell482","Simulation",-0.206208687881008,0.691986297640949,196.504623006964,1,"D",420.540319953115,15.0582048017532,406.099975757865,109.256443268713
"cell715","Simulation",-0.899500828841701,0.648893689189106,197.472144960735,1,"D",421.574347493609,319.450951516628,320.333150809138,-274.064961199625
"cell98","Simulation",-0.0791187702212482,0.984796022448689,197.943620887504,1,"D",422.077313769354,153.251784928143,-376.912071813497,189.964599123129
"cell880","Simulation",-0.584175330260769,0.751771067652851,200.415718348894,1,"D",424.704775713677,134.713504118845,-298.806231681644,301.809513472024
"cell380","Simulation",-0.947749239066616,0.9813459863998,201.676973286977,1,"D",426.039054498856,161.364855738357,-403.702929241172,136.136772697079
"cell940","Simulation",-0.896581870177761,0.601443861994892,201.953749800002,1,"D",426.331297021462,88.9817136805505,7.57655236484621,426.26396830399
"cell987","Simulation",-0.824226361373439,0.461710011038929,202.048302891457,1,"D",426.431087753122,3.13734736293554,425.791956148836,23.3384378495736
"cell505","Simulation",-1.18309221849777,1.31371650603786,204.400576023484,1,"D",428.906188368897,131.901808027178,-286.447589633841,319.230789263972
"cell945","Simulation",-1.38545415983535,1.07807478812709,205.952544171558,1,"D",430.531403911959,294.909505806863,181.333926073789,-390.480853575522
"cell435","Simulation",-0.975050669768825,1.13295421508327,206.179083057836,1,"D",430.768121791821,181.708627240732,-430.57659445797,-12.8441059256534
"cell360","Simulation",-0.901603323081508,0.429623400244862,206.592848031909,1,"D",431.200142890419,48.4396812692285,286.061689868637,322.648838240924
"cell454","Simulation",0.0954156102146954,0.739901637110859,206.978522724679,1,"D",431.602444909909,359.651995869353,431.594483754565,-2.62145853317876
"cell330","Simulation",-0.128403705218807,0.865112279925495,207.000717301311,1,"D",431.62558493581,262.762206913903,-54.3794796533322,-428.186311976239
"cell267","Simulation",-1.01573548899032,1.48617265132442,211.894319480939,1,"D",436.697707267676,340.495086433366,411.636875259551,-145.807991754216
"cell420","Simulation",-2.45976541624404,0.255589818034321,214.467000197126,1,"D",439.340756335459,214.461912754923,-362.237562417567,-248.604602835895
"cell599","Simulation",-0.836831670859829,0.488900636706501,217.343494392396,1,"D",442.277226356,256.052329894155,-106.604554694417,-429.237246603276
"cell536","Simulation",-0.518269282439724,0.227281128440052,218.864447911447,1,"D",443.822039921749,59.6447032224387,224.29019951334,382.977688021859
"cell22","Simulation",-0.0587352930102497,0.843780969653279,219.626591431581,1,"D",444.594120843295,341.242241403088,420.980212669416,-142.967104010804
"cell39","Simulation",-0.46608255491592,0.774834965739399,219.705044810728,1,"D",444.673521057478,214.400371061638,-366.904497542925,-251.228242863793
"cell456","Simulation",-0.0863669334445148,0.0834914794303476,221.107653361271,1,"D",446.090672425622,38.520994791761,349.012419120626,277.825879508573
"cell969","Simulation",-0.72351811514236,0.799034809146076,222.947963656126,1,"D",447.943263472634,323.634685529396,360.707608276653,-265.599677375276
"cell242","Simulation",-0.682549697021022,1.18307838347927,226.164118439143,1,"D",451.162616575475,35.0125022046268,369.514304700646,258.856881725843
"cell748","Simulation",-0.0137326537165791,0.784378026995808,226.535249385142,1,"D",451.53263940343,206.246477197856,-404.979594360023,-199.682880083945
"cell30","Simulation",-0.0861775694880634,0.913463448558003,226.630984248572,1,"D",451.628039235514,314.279283983633,315.307038525808,-323.340930412157
"cell2","Simulation",0.00417901887558403,0.829091285739094,227.543105766405,1,"D",452.535960106779,139.16546523571,-342.389192508401,295.902747610105
"cell46","Simulation",-2.24484036550857,0.0166666260100901,227.668077652219,1,"D",452.660214605831,228.267480349168,-301.3150918329,-337.802435338657
"cell550","Simulation",-0.0462193904910236,0.061925803694874,228.216955931668,1,"D",453.205538733257,185.725953150541,-450.94426027958,-45.2165286085074
"cell9","Simulation",0.0889958919491619,0.87735793498531,228.949024409479,1,"D",453.931847272838,322.245084419847,358.895335194958,-277.935712609643
"cell436","Simulation",-0.887062173942104,1.06457314399257,229.12936273127,1,"D",454.110588357223,135.31402724795,-322.859758296348,319.339948849132
"cell126","Simulation",-0.667092782119289,1.05838761237636,229.203412110443,1,"D",454.183961517136,194.558348581195,-439.601094503232,-114.166319950148
"cell484","Simulation",0.0241403163876385,0.801290368113667,231.60641072021,1,"D",456.558615785738,20.3269124776125,428.126825898607,158.59757436409
"cell32","Simulation",-1.48353574858047,0.216431294951588,236.396206238317,1,"D",461.255445078413,16.8160044774413,441.531574005324,133.440828725194
"cell342","Simulation",-2.53110383138992,0.191658174071461,236.611135331037,1,"D",461.465081883703,202.999075781554,-424.783756016091,-180.3019201861
"cell962","Simulation",-0.520627003768459,0.793841933283955,237.772235060956,1,"D",462.595948485134,78.0565040465444,95.7328246245476,452.581747139968
"cell119","Simulation",-2.77686069593765,0.153366719756275,238.861221917545,1,"D",463.654073341096,63.9654747303575,203.503643648576,416.606969153834
"cell88","Simulation",-2.78680179701187,-0.17476346584782,241.664169070131,1,"D",466.366542714116,347.045125421137,454.496082985915,-104.551722671498
"cell676","Simulation",-1.49082801924087,1.03487858680263,243.060552438792,1,"D",467.711981025623,20.6676023080945,437.61179294603,165.076999819703
"cell561","Simulation",-0.0272124825511127,0.814373826060444,248.48802890092,1,"D",472.905091969655,20.2165505569428,443.770941549936,163.421471804383
"cell844","Simulation",-0.475679975608364,0.843569492373615,250.37203090911,1,"D",474.69445732829,9.33791974559426,468.404066006133,77.0224562521973
"cell726","Simulation",-2.72268245802261,-0.000711048569530304,250.882064546283,1,"D",475.177712115851,134.908554609865,-335.464688804359,336.537220314558
"cell148","Simulation",-2.63881562338211,0.012808953795582,252.234639222286,1,"D",476.456897630895,126.883419686928,-285.964087256131,381.098040010475
"cell530","Simulation",-2.62328527555801,0.07736877110973,252.894173014942,1,"D",477.079401896003,210.715694809332,-410.151072017217,-243.681870143382
"cell133","Simulation",-1.76360366926529,0.483881687197834,255.312275729894,1,"D",479.35482490208,265.348714292049,-38.8714164190651,-477.776162174799
"cell794","Simulation",-1.71495507345535,0.681470488581806,258.460396974986,1,"D",482.301106444394,142.762936335057,-383.97855009668,291.847272290043
"cell225","Simulation",-0.79530094251968,0.412643705878407,259.630409605793,1,"D",483.391527279093,23.0951006244868,444.650134013247,189.614416559542
"cell211","Simulation",-2.0647098837886,0.344311272177845,264.150207892519,1,"D",487.580954409898,255.340964058414,-123.390319914327,-471.709673480105
"cell157","Simulation",-2.71877883062698,-0.051634098019451,264.290919174605,1,"D",487.710802891575,83.0627622641623,58.9066995369407,484.140297854671
"cell452","Simulation",-2.71345923529007,-0.00745012852177029,265.74571395034,1,"D",489.051267818933,333.373787635937,437.187037086832,-219.177182111966
"cell106","Simulation",-0.352341216662899,0.311881159815937,269.994638178867,1,"D",492.945407079709,242.241878248751,-229.5843760463,-436.218051708559
"cell441","Simulation",-0.171168249705806,0.594397877726704,270.195779391895,1,"D",493.12899068368,238.221631497145,-259.698931143905,-419.204802710344
"cell575","Simulation",-2.18663380728103,0.551690792117268,270.497167972836,1,"D",493.403943210381,35.6016857922077,401.178670736051,287.23357276267
"cell208","Simulation",-0.890623789886013,0.722317670855671,270.868738447094,1,"D",493.742710935954,183.129954272881,-493.006175888731,-26.9587673671123
"cell695","Simulation",-0.505789500335231,0.603994106326252,271.986175521518,1,"D",494.760101432367,336.156836142763,452.5349969046,-199.999086362713
"cell327","Simulation",-1.68768404112197,0.519459103617817,281.421972041312,1,"D",503.269087901473,129.827128406614,-322.330461133368,386.500774465888
"cell639","Simulation",-2.91627619848587,-0.219068790402263,285.36481639531,1,"D",506.782334691906,74.8901591543108,132.103118272361,489.261791782781
